W,Kper9,IP,ERA,WHIP,Inducted
5,6.67,194.4,3.94,1.50,N
8,4.12,194.3,5.33,1.64,N
12,5.52,194.1,3.94,1.60,N
8,1.72,194.0,4.59,1.52,N
9,6.17,194.0,3.06,1.16,N
11,6.78,193.8,3.95,1.45,N
9,2.56,193.7,4.23,1.41,N
10,4.23,193.7,6.13,1.55,N
4,4.24,192.9,5.88,1.62,N
13,3.82,192.9,4.20,1.34,N
10,5.69,192.9,3.64,1.34,N
12,7.19,192.7,4.02,1.26,N
11,6.31,192.7,4.16,1.30,N
18,6.68,192.7,3.83,1.38,N
8,5.79,192.7,4.53,1.55,N
10,5.33,192.3,4.68,1.45,N
7,4.40,192.3,5.10,1.60,N
5,2.99,192.3,4.21,1.48,N
9,3.84,192.1,3.80,1.20,N
9,6.89,192.0,4.69,1.42,N
8,2.53,192.0,4.73,1.65,N
10,6.29,191.7,4.93,1.47,N
4,5.45,191.7,5.73,1.77,N
6,5.27,191.4,4.89,1.74,N
16,10.40,191.3,3.90,1.28,N
9,3.06,191.3,3.25,1.12,N
10,4.09,191.3,4.70,1.64,N
7,3.63,191.0,4.48,1.43,N
7,2.64,191.0,5.80,1.89,N
5,3.06,191.0,3.72,1.43,N
8,5.47,191.0,3.63,1.49,N
3,0.85,190.7,6.33,2.08,N
7,1.47,190.3,5.01,1.61,N
10,5.64,190.0,5.31,1.45,N
12,4.12,190.0,2.23,1.14,N
9,5.27,189.7,4.75,1.58,N
12,4.03,189.6,3.37,1.42,N
10,6.70,189.3,5.61,1.62,N
8,8.94,189.3,2.47,1.03,N
14,6.81,189.0,3.86,1.27,N
7,2.05,189.0,4.76,1.69,N
8,3.76,188.9,2.90,1.22,N
10,7.62,188.9,5.14,1.65,N
8,4.96,188.7,4.77,1.49,N
7,3.77,188.7,3.48,1.45,N
6,3.58,188.6,4.72,1.58,N
13,5.87,188.6,4.01,1.42,N
8,6.79,188.4,4.78,1.35,N
9,5.50,188.4,5.21,1.45,N
10,9.32,188.4,3.25,1.10,N
10,3.25,188.3,4.54,1.62,N
10,3.88,188.0,3.64,1.45,N
8,2.25,188.0,4.26,1.53,N
5,2.21,187.7,5.18,1.61,N
6,2.93,187.3,5.28,1.78,N
5,3.70,187.3,6.01,1.83,N
8,5.77,187.3,5.19,1.51,N
8,4.67,187.1,4.33,1.58,N
13,6.79,187.0,3.37,1.25,N
6,6.74,186.9,5.68,1.73,N
10,2.12,186.7,5.69,1.70,N
14,3.62,186.7,4.15,1.51,N
12,9.16,186.6,3.76,1.34,N
13,4.64,186.4,3.96,1.47,N
8,6.42,186.3,5.46,1.65,N
12,3.19,186.3,2.56,1.18,N
13,5.27,186.1,2.66,1.18,N
12,4.16,186.0,4.26,1.47,N
9,6.77,186.0,4.02,1.32,N
6,2.56,186.0,4.84,1.48,N
4,1.98,186.0,4.21,1.41,N
8,6.93,185.7,4.61,1.41,N
10,5.28,185.7,2.76,1.19,N
13,4.76,185.4,4.56,1.48,N
10,4.71,185.3,4.71,1.64,N
5,3.11,185.3,3.25,1.44,N
4,6.02,185.3,5.20,1.54,N
10,1.80,185.0,4.28,1.45,N
13,4.43,185.0,3.11,1.25,N
6,1.46,185.0,4.04,1.57,N
7,7.01,185.0,5.30,1.46,N
7,3.36,185.0,5.98,2.02,N
4,5.85,184.7,4.87,1.65,N
2,2.29,184.7,6.14,1.91,N
10,4.14,184.6,3.95,1.41,N
16,5.42,184.4,5.71,1.59,N
5,2.64,184.0,6.51,1.84,N
8,8.77,183.7,6.08,1.63,N
6,4.51,183.6,4.51,1.46,N
8,5.78,183.6,6.17,1.80,N
6,5.25,183.4,4.32,1.45,N
12,5.06,183.4,4.07,1.68,N
10,6.09,183.3,4.07,1.39,N
9,3.30,183.0,5.16,1.66,N
7,8.41,183.0,3.74,1.21,N
9,5.11,182.9,5.16,1.63,N
9,7.28,182.9,3.79,1.31,N
4,6.90,182.7,3.74,1.41,N
4,4.24,182.7,3.60,1.36,N
8,6.45,182.7,6.21,1.73,N
8,3.75,182.4,6.52,1.63,N
10,5.08,182.3,5.28,1.69,N
7,4.65,182.1,4.40,1.47,N
7,1.88,182.0,5.64,1.82,N
6,5.84,181.9,4.55,1.48,N
7,5.80,181.7,6.09,1.67,N
4,2.87,181.6,4.76,1.70,N
11,5.20,181.5,3.91,1.62,N
8,3.57,181.3,3.18,1.20,N
8,1.69,181.0,4.62,1.59,N
7,2.88,181.0,4.57,1.49,N
11,5.47,181.0,4.57,1.45,N
4,7.31,181.0,5.22,1.61,N
11,8.02,180.7,3.99,1.37,N
6,7.52,180.7,5.38,1.56,N
9,6.03,180.6,4.23,1.31,N
3,2.89,180.6,5.58,1.66,N
5,3.99,180.4,4.04,1.55,N
13,4.49,180.4,3.59,1.18,N
8,5.55,180.0,5.35,1.49,N
8,5.31,179.7,5.21,1.53,N
12,8.01,179.7,4.31,1.44,N
7,4.62,179.3,5.12,1.61,N
6,2.81,179.3,3.26,1.21,N
7,1.76,179.0,4.27,1.65,N
8,2.56,179.0,4.63,1.53,N
11,6.90,178.7,4.79,1.48,N
6,1.97,178.4,4.64,1.44,N
9,8.18,178.3,4.84,1.46,N
11,2.93,178.3,3.18,1.40,N
8,3.23,178.3,4.95,1.38,N
8,3.79,178.3,2.78,1.31,N
2,2.53,178.0,5.36,1.80,N
9,4.25,177.9,5.01,1.51,N
9,5.57,177.7,4.20,1.32,N
11,6.94,177.7,3.65,1.12,N
6,2.94,177.7,6.03,1.69,N
6,4.96,177.6,3.14,1.39,N
7,3.14,177.6,2.38,1.27,N
12,3.50,177.4,4.47,1.42,N
7,7.21,177.4,5.23,1.48,N
7,7.41,177.3,5.99,1.55,N
10,7.92,177.3,2.54,1.02,N
11,7.37,177.0,3.76,1.32,N
6,3.46,176.7,3.31,1.32,N
9,3.11,176.7,3.67,1.32,N
10,2.50,176.3,3.73,1.42,N
4,4.70,176.0,4.14,1.60,N
3,3.02,175.6,6.35,1.81,N
7,3.23,175.4,3.64,1.44,N
9,4.47,175.4,4.21,1.52,N
2,5.60,175.4,4.00,1.43,N
5,3.49,175.3,5.95,1.84,N
7,3.34,175.3,4.41,1.56,N
8,9.91,175.3,5.24,1.53,N
6,5.81,175.1,6.53,1.72,N
5,2.83,175.0,6.38,1.81,N
5,3.86,174.9,5.50,1.61,N
15,6.13,174.7,3.45,1.34,N
6,5.28,174.1,4.55,1.40,N
9,6.00,174.0,4.60,1.45,N
14,9.67,174.0,3.00,1.08,N
3,7.67,173.7,4.66,1.49,N
4,5.08,173.7,4.40,1.46,N
8,4.41,173.3,3.58,1.30,N
7,3.74,173.3,3.58,1.40,N
9,0.83,173.3,2.49,1.25,N
3,3.02,173.0,4.73,1.66,N
6,2.60,172.9,6.03,1.80,N
9,8.65,172.8,5.32,1.60,N
7,7.51,172.7,3.34,1.33,N
8,4.01,172.7,4.43,1.53,N
9,8.20,172.3,4.23,1.26,N
10,2.40,172.3,5.43,1.87,N
10,5.76,172.0,3.92,1.43,N
8,3.66,172.0,3.72,1.32,N
6,6.71,171.7,6.76,1.83,N
5,2.52,171.6,3.30,1.35,N
8,3.26,171.0,3.95,1.57,N
9,9.11,171.0,3.74,1.10,N
4,2.84,171.0,3.74,1.44,N
8,4.84,171.0,4.74,1.51,N
6,1.90,170.8,7.17,1.89,N
7,5.80,170.7,5.59,1.61,N
9,7.17,170.7,4.54,1.55,N
10,4.76,170.3,3.38,1.29,N
7,2.43,170.3,4.17,1.47,N
6,4.07,170.2,4.02,1.70,N
8,5.61,170.1,4.61,1.43,N
6,3.71,170.1,4.66,1.52,N
7,3.07,170.0,2.75,1.26,N
6,3.18,170.0,4.76,1.63,N
3,2.70,170.0,4.55,1.58,N
9,5.19,170.0,4.98,1.55,N
9,7.16,169.7,4.46,1.44,N
7,4.56,169.7,4.51,1.53,N
5,2.97,169.6,3.18,1.44,N
6,7.02,169.4,4.36,1.45,N
7,3.78,169.0,4.31,1.48,N
4,3.99,169.0,6.18,1.86,N
9,7.40,169.0,5.27,1.45,N
5,7.15,168.7,4.86,1.52,N
7,5.50,168.7,2.83,1.15,N
4,2.77,168.6,6.24,1.89,N
3,4.97,168.4,6.42,1.88,N
6,2.62,168.4,6.20,1.73,N
5,9.68,168.4,3.37,1.30,N
3,4.60,168.3,4.49,1.45,N
7,4.29,167.9,4.66,1.58,N
5,4.03,167.7,5.80,1.53,N
7,1.29,167.6,5.74,1.87,N
6,4.35,167.6,4.24,1.40,N
7,3.17,167.6,3.33,1.47,N
7,2.15,167.3,3.60,1.36,N
5,2.74,167.3,4.73,1.61,N
3,2.26,167.3,5.43,1.68,N
5,8.18,167.3,4.79,1.42,N
6,5.11,167.3,3.50,1.31,N
8,5.93,167.0,5.34,1.67,N
9,2.05,166.7,3.51,1.49,N
4,5.02,166.7,4.05,1.54,N
8,6.05,166.7,5.45,1.54,N
4,2.97,166.6,6.48,1.98,N
9,4.10,166.6,3.78,1.39,N
2,4.65,166.3,4.71,1.53,N
5,3.25,166.3,4.49,1.27,N
8,5.37,166.0,5.58,1.46,N
6,2.23,165.8,4.89,1.56,N
8,5.98,165.7,5.32,1.45,N
7,6.41,165.6,5.76,1.68,N
9,5.05,165.6,5.00,1.45,N
9,4.35,165.6,5.00,1.55,N
11,7.08,165.5,4.79,1.59,N
4,2.13,165.0,5.07,1.78,N
2,0.27,165.0,2.84,1.56,N
1,6.18,164.7,4.86,1.74,N
10,5.14,164.7,4.26,1.49,N
5,4.92,164.7,5.47,1.54,N
6,8.98,164.4,3.23,1.20,N
3,5.42,164.4,4.71,1.58,N
4,3.61,164.3,4.22,1.47,N
7,3.46,164.0,4.39,1.52,N
8,7.35,163.9,5.38,1.64,N
7,4.73,163.6,4.95,1.52,N
12,4.95,163.6,4.12,1.50,N
6,3.86,163.3,2.92,1.27,N
4,6.24,163.0,5.36,1.42,N
9,5.69,163.0,4.53,1.55,N
6,4.48,162.7,4.04,1.40,N
7,12.01,162.7,2.32,1.14,N
3,2.32,162.7,3.49,1.27,N
6,5.03,162.6,5.31,1.55,N
8,5.49,162.4,4.60,1.57,N
8,1.39,162.3,5.10,1.64,N
3,3.94,162.3,4.44,1.45,N
8,7.43,162.3,2.99,1.35,N
12,3.78,162.0,3.78,1.48,N
8,7.33,162.0,4.78,1.51,N
9,2.22,162.0,3.00,1.28,N
10,4.23,161.7,4.51,1.63,N
2,3.01,161.7,5.79,1.76,N
4,3.68,161.4,4.63,1.57,N
6,2.62,161.3,4.96,1.47,N
8,2.45,161.3,3.74,1.46,N
3,4.25,161.1,5.09,1.71,N
5,7.77,161.0,3.07,1.23,N
8,7.99,161.0,5.81,1.63,N
13,8.39,160.9,2.96,1.10,N
7,2.80,160.7,5.21,1.78,N
5,6.67,160.7,4.54,1.33,N
10,3.14,160.7,3.02,1.28,N
5,5.83,160.7,4.20,1.44,N
6,5.32,160.7,4.48,1.60,N
9,2.02,160.7,3.98,1.39,N
11,15.89,160.4,1.46,0.91,N
7,2.81,160.3,4.10,1.40,N
7,5.78,160.3,5.16,1.45,N
5,3.42,160.3,5.56,1.73,N
8,8.76,160.3,4.60,1.48,N
4,5.39,160.3,6.40,1.59,N
8,3.59,160.3,4.66,1.53,N
5,3.88,160.0,6.36,1.51,N
5,4.11,159.7,3.61,1.28,N
6,7.79,159.4,4.24,1.49,N
6,4.08,158.9,4.02,1.68,N
9,6.47,158.8,4.25,1.73,N
6,4.54,158.7,3.57,1.44,N
2,5.33,158.6,6.41,1.88,N
9,5.68,158.4,4.26,1.54,N
5,6.99,158.4,4.09,1.49,N
8,4.38,158.3,6.25,1.63,N
7,3.69,158.3,4.38,1.53,N
9,6.49,158.1,4.96,1.58,N
8,3.99,158.0,5.70,1.75,N
9,3.65,158.0,3.76,1.19,N
4,4.96,158.0,3.82,1.44,N
7,2.28,157.7,4.51,1.50,N
11,3.48,157.7,3.14,1.18,N
8,3.42,157.6,3.08,1.29,N
4,5.48,157.6,5.65,1.64,N
11,5.94,157.6,2.97,1.30,N
5,4.46,157.4,5.03,1.32,N
9,2.46,157.3,4.00,1.52,N
3,8.20,157.0,4.82,1.43,N
6,6.36,157.0,4.99,1.48,N
5,2.92,157.0,4.18,1.50,N
9,3.73,157.0,4.07,1.42,N
7,4.53,157.0,4.18,1.55,N
11,3.73,157.0,2.81,1.15,N
10,7.97,156.9,4.07,1.26,N
2,2.87,156.7,4.48,1.53,N
5,5.17,156.7,5.06,1.61,N
8,5.63,156.6,5.06,1.53,N
4,2.25,156.4,4.43,1.49,N
3,0.23,156.3,4.55,1.78,N
4,6.74,156.3,5.24,1.59,N
8,6.39,156.3,6.16,1.69,N
7,2.94,156.0,4.10,1.53,N
5,3.12,156.0,3.58,1.31,N
7,2.31,156.0,4.04,1.42,N
8,3.18,155.6,3.47,1.36,N
5,6.37,155.4,3.77,1.29,N
10,2.67,155.4,3.65,1.38,N
4,6.26,155.3,5.21,1.43,N
7,3.53,155.3,4.46,1.40,N
6,6.72,155.2,4.29,1.51,N
11,5.57,155.0,4.94,1.75,N
9,4.59,155.0,4.99,1.50,N
10,7.78,155.0,5.52,1.81,N
5,4.35,155.0,5.46,1.50,N
5,1.92,154.7,6.40,1.90,N
8,2.62,154.7,3.72,1.33,N
7,5.00,154.7,4.54,1.25,N
5,2.68,154.7,4.02,1.24,N
4,4.37,154.4,4.55,1.45,N
6,7.81,154.4,8.16,1.89,N
3,8.34,154.2,5.31,1.62,N
2,0.29,154.0,6.14,1.85,N
5,5.90,154.0,4.15,1.48,N
6,3.70,153.3,3.40,1.30,N
9,6.52,153.3,6.52,1.77,N
10,8.35,153.0,4.06,1.37,N
14,2.76,153.0,1.88,1.12,N
6,6.13,152.7,5.78,1.79,N
12,11.58,152.4,4.02,1.20,N
7,2.42,152.3,4.43,1.69,N
9,1.66,152.0,5.80,1.61,N
6,3.67,152.0,5.15,1.66,N
6,3.97,152.0,4.97,1.63,N
5,2.84,152.0,4.44,1.45,N
7,9.12,152.0,4.38,1.45,N
5,1.31,151.7,7.60,2.04,N
12,5.58,151.6,4.39,1.40,N
4,5.29,151.3,4.82,1.61,N
6,4.17,151.0,3.87,1.36,N
7,2.68,151.0,2.98,1.36,N
4,5.78,151.0,6.20,1.78,N
6,6.21,150.7,2.51,1.23,N
4,5.97,150.7,6.63,1.71,N
9,3.70,150.6,3.88,1.29,N
7,6.57,150.6,3.52,1.48,N
4,5.03,150.3,5.81,1.48,N
3,3.35,150.3,5.45,1.67,N
7,2.52,150.0,2.34,1.32,N
4,5.10,150.0,4.86,1.52,N
10,6.06,149.9,3.24,1.49,N
5,4.69,149.7,4.51,1.72,N
8,4.28,149.4,3.86,1.31,N
5,6.09,149.3,6.03,1.69,N
6,3.86,149.3,4.04,1.41,N
7,6.58,149.1,3.87,1.31,N
4,4.59,149.0,3.68,1.41,N
6,5.38,149.0,4.35,1.46,N
4,4.90,148.7,4.78,1.49,N
6,6.17,148.6,5.33,1.60,N
7,3.88,148.4,5.28,1.85,N
9,5.10,148.4,5.34,1.55,N
6,7.22,148.3,4.31,1.44,N
1,2.12,148.3,4.91,1.42,N
3,2.49,148.3,3.46,1.45,N
4,3.34,148.0,5.84,1.75,N
6,4.80,148.0,4.68,1.53,N
5,4.68,148.0,5.84,1.61,N
4,5.55,147.7,4.51,1.58,N
6,6.34,147.7,4.51,1.41,N
6,3.05,147.7,3.78,1.31,N
7,4.94,147.7,3.90,1.58,N
3,8.59,147.6,5.18,1.67,N
4,2.26,147.6,5.73,1.66,N
7,2.93,147.6,3.90,1.48,N
3,6.41,147.3,6.54,1.64,N
11,6.05,147.3,3.42,1.30,N
10,2.94,147.0,4.10,1.46,N
7,9.24,147.0,3.12,1.35,N
3,5.09,146.7,4.11,1.61,N
4,2.82,146.7,5.22,1.86,N
7,3.20,146.4,4.06,1.61,N
6,4.75,146.0,5.42,1.53,N
4,3.58,146.0,4.07,1.40,N
12,11.62,145.7,2.97,1.23,N
4,2.10,145.7,5.31,1.78,N
8,14.58,145.7,2.22,0.95,N
2,3.77,145.6,2.84,1.28,N
4,6.44,145.3,3.72,1.31,N
4,2.48,145.3,5.02,1.69,N
5,5.76,145.3,4.71,1.51,N
1,4.72,145.0,5.40,1.61,N
5,3.73,144.7,3.30,1.44,N
5,3.17,144.6,4.11,1.36,N
6,6.97,144.6,6.66,1.82,N
8,4.93,144.4,6.67,1.75,N
5,7.55,144.3,4.49,1.50,N
9,5.94,144.1,4.12,1.54,N
4,2.94,143.9,5.94,1.62,N
8,2.19,143.7,4.64,1.59,N
4,3.01,143.6,5.26,1.82,N
3,2.45,143.4,5.09,1.63,N
5,3.96,143.3,4.96,1.49,N
5,3.70,143.3,5.34,1.75,N
8,2.45,143.0,4.15,1.52,N
6,7.80,143.0,4.47,1.43,N
8,1.45,143.0,4.41,1.59,N
7,4.78,143.0,3.46,1.28,N
4,4.59,142.9,6.48,1.76,N
6,5.24,142.7,4.29,1.42,N
7,7.19,142.7,3.97,1.53,N
5,4.42,142.7,5.11,1.54,N
9,2.96,142.7,5.49,1.61,N
5,2.59,142.6,6.43,1.80,N
6,6.18,142.6,4.79,1.65,N
5,5.44,142.4,4.36,1.49,N
7,5.82,142.4,5.37,1.42,N
9,4.87,142.3,3.48,1.44,N
7,5.20,142.1,4.82,1.46,N
5,9.44,142.0,4.88,1.51,N
8,1.14,142.0,4.12,1.55,N
9,3.74,142.0,3.30,1.37,N
7,7.31,141.7,4.51,1.50,N
5,2.48,141.7,4.13,1.52,N
7,3.43,141.7,3.37,1.40,N
8,7.26,141.4,3.63,1.19,N
12,3.25,141.3,1.97,0.96,N
5,3.44,141.3,3.50,1.25,N
6,3.06,141.1,5.17,1.81,N
10,1.72,141.0,4.66,1.56,N
7,6.26,141.0,3.96,1.27,N
4,4.85,141.0,2.36,1.18,N
9,3.57,141.0,3.83,1.37,N
7,2.23,141.0,5.04,1.74,N
8,4.15,141.0,4.40,1.55,N
3,2.94,140.9,5.87,1.69,N
6,2.50,140.7,4.54,1.41,N
4,2.24,140.7,3.58,1.39,N
4,4.67,140.7,4.09,1.46,N
7,4.86,140.6,4.99,1.51,N
7,4.49,140.4,5.13,1.42,N
8,6.62,140.0,3.28,1.30,N
9,4.00,139.7,3.67,1.55,N
3,4.70,139.7,3.48,1.41,N
3,6.06,139.7,4.70,1.59,N
5,7.41,139.6,5.67,1.81,N
9,4.13,139.4,3.81,1.28,N
2,1.87,139.4,4.52,1.41,N
8,3.42,139.3,4.72,1.38,N
3,4.66,139.1,6.09,1.83,N
9,4.60,139.0,3.82,1.24,N
8,2.60,138.7,4.09,1.31,N
7,3.12,138.7,5.65,1.60,N
5,5.26,138.6,4.54,1.51,N
5,6.56,138.6,4.02,1.70,N
4,5.40,138.4,4.55,1.50,N
6,5.79,138.4,3.84,1.35,N
0,7.03,138.3,5.53,1.52,N
6,6.70,138.3,6.25,1.64,N
11,3.19,138.3,3.90,1.54,N
3,1.83,138.0,5.28,1.79,N
5,4.89,138.0,6.91,1.72,N
4,2.48,138.0,6.33,1.85,N
3,3.52,138.0,3.85,1.33,N
5,6.47,137.7,4.45,1.50,N
6,4.58,137.7,4.05,1.39,N
5,2.81,137.7,3.92,1.39,N
4,6.41,137.6,5.56,1.51,N
5,6.80,137.6,5.36,1.58,N
4,4.46,137.3,4.52,1.51,N
4,2.29,137.3,4.59,1.54,N
10,5.78,137.1,4.80,1.50,N
3,7.88,137.0,4.20,1.72,N
5,5.98,137.0,4.53,1.41,N
4,11.04,137.0,2.50,1.10,N
11,6.31,137.0,4.47,1.55,N
5,2.63,136.7,4.35,1.60,N
9,10.08,136.7,3.49,1.38,N
7,8.10,136.7,4.41,1.52,N
4,4.75,136.4,5.48,1.56,N
6,5.35,136.3,3.76,1.35,N
7,7.66,136.3,4.56,1.41,N
6,1.85,136.3,6.60,1.80,N
3,1.65,136.3,7.20,2.00,N
9,4.95,136.3,3.96,1.44,N
4,7.01,136.0,4.63,1.61,N
6,4.30,136.0,4.63,1.46,N
4,2.51,135.9,6.22,1.76,N
5,6.04,135.7,6.90,1.83,N
3,5.04,135.6,4.31,1.47,N
4,8.03,135.6,5.17,1.67,N
5,4.39,135.3,5.25,1.41,N
9,3.33,135.0,5.73,1.61,N
11,14.13,135.0,2.33,1.01,N
3,3.88,134.7,3.34,1.33,N
4,3.27,134.6,5.95,1.89,N
6,7.02,134.6,5.81,1.51,N
5,1.61,134.3,5.90,1.75,N
8,5.69,134.3,3.62,1.33,N
5,2.21,134.3,4.29,1.43,N
5,2.48,134.3,3.82,1.55,N
3,2.62,134.1,5.44,1.87,N
3,3.83,134.0,3.90,1.32,N
4,3.96,133.9,4.16,1.35,N
4,3.77,133.7,4.78,1.53,N
5,6.26,133.6,5.72,1.74,N
8,5.54,133.4,4.39,1.48,N
5,6.55,133.2,5.74,1.52,N
4,6.43,133.0,2.77,1.32,N
6,7.78,133.0,5.28,1.61,N
7,9.34,133.0,4.33,1.41,N
7,5.49,132.7,4.95,1.45,N
9,4.88,132.7,3.26,1.39,N
2,1.63,132.3,6.66,1.83,N
5,2.45,132.3,5.03,1.61,N
4,4.08,132.3,4.62,1.56,N
4,2.58,132.3,6.05,1.64,N
1,2.18,132.0,3.89,1.42,N
1,0.82,132.0,3.41,1.26,N
3,3.95,131.9,5.05,1.39,N
5,4.84,131.9,4.70,1.47,N
4,2.39,131.7,3.21,1.16,N
6,4.92,131.7,4.24,1.63,N
3,3.83,131.7,4.72,1.46,N
8,2.32,131.6,3.55,1.38,N
9,8.20,131.6,4.51,1.30,N
5,3.56,131.3,3.97,1.54,N
5,3.49,131.3,4.52,1.49,N
5,5.22,131.1,4.67,1.44,N
10,5.44,130.7,3.38,1.29,N
4,5.92,130.5,6.27,1.71,N
4,5.32,130.4,3.25,1.21,N
5,5.39,130.3,4.97,1.53,N
4,3.25,130.3,5.94,1.83,N
4,5.40,130.1,5.54,1.60,N
7,3.88,130.1,5.26,1.66,N
5,5.75,130.0,4.02,1.48,N
6,8.17,130.0,5.88,1.85,N
7,2.98,130.0,3.39,1.32,N
3,4.36,130.0,4.50,1.28,N
7,10.18,130.0,3.81,1.54,N
6,7.77,129.7,4.65,1.43,N
9,9.51,129.7,3.68,1.28,N
3,4.86,129.7,5.28,1.37,N
2,6.40,129.3,4.38,1.64,N
4,1.46,129.3,4.18,1.29,N
8,3.77,129.0,4.26,1.70,N
7,3.77,129.0,4.74,1.54,N
4,2.37,129.0,3.70,1.43,N
3,4.12,129.0,3.77,1.57,N
5,2.30,129.0,4.88,1.67,N
3,3.64,128.7,4.20,1.39,N
8,2.74,128.3,4.98,1.72,N
3,4.21,128.3,5.89,1.81,N
8,2.67,128.0,3.52,1.27,N
4,5.13,128.0,5.41,1.50,N
10,8.58,128.0,3.52,1.25,N
8,5.92,127.7,4.58,1.46,N
5,6.63,127.7,3.95,1.36,N
4,5.99,127.6,5.92,1.71,N
5,5.94,127.3,3.82,1.44,N
10,2.40,127.3,3.75,1.52,N
2,4.59,127.3,4.74,1.74,N
3,5.65,127.3,5.80,1.77,N
9,6.94,127.0,5.17,1.60,N
6,4.39,127.0,4.82,1.76,N
5,9.81,126.7,4.26,1.45,N
6,6.39,126.7,5.19,1.56,N
7,9.24,126.7,3.13,1.28,N
4,3.06,126.6,3.77,1.48,N
2,2.92,126.4,3.85,1.35,N
8,8.91,126.4,3.99,1.61,N
4,4.27,126.3,4.06,1.45,N
6,2.21,126.3,5.06,1.75,N
9,5.00,126.1,5.29,1.80,N
5,8.43,126.0,3.93,1.29,N
5,7.00,126.0,3.93,1.54,N
8,3.07,126.0,3.93,1.35,N
5,3.93,126.0,5.43,1.87,N
7,6.57,126.0,4.00,1.47,N
7,4.79,126.0,4.29,1.60,N
6,4.00,125.9,3.64,1.56,N
8,3.22,125.7,2.36,1.22,N
7,5.37,125.7,4.51,1.60,N
5,5.08,125.7,5.87,1.58,N
4,5.80,125.7,4.80,1.63,N
5,6.02,125.6,3.37,1.36,N
5,4.73,125.6,5.23,1.57,N
8,3.66,125.3,4.16,1.52,N
6,4.09,125.3,4.67,1.48,N
4,6.89,125.3,5.53,1.67,N
9,7.25,125.3,3.16,1.28,N
2,6.84,125.0,3.17,1.32,N
3,3.96,125.0,4.39,1.43,N
6,4.90,125.0,4.32,1.41,N
6,2.81,125.0,3.10,1.24,N
5,5.47,125.0,4.90,1.53,N
5,9.17,124.7,4.55,1.54,N
3,1.66,124.7,8.30,2.01,N
3,1.88,124.7,2.89,1.37,N
5,5.65,124.3,6.95,1.54,N
8,7.19,124.1,4.72,1.47,N
7,3.99,124.1,5.30,1.62,N
2,4.86,124.0,4.21,1.40,N
5,2.54,124.0,4.79,1.54,N
5,6.17,124.0,4.43,1.78,N
5,6.75,124.0,5.08,1.71,N
7,5.82,123.6,4.22,1.50,N
2,4.67,123.4,4.52,1.49,N
8,3.79,123.4,4.45,1.42,N
5,7.15,123.4,4.89,1.44,N
4,2.55,123.3,4.16,1.51,N
1,1.68,123.3,5.40,1.58,N
4,9.92,123.3,4.89,1.51,N
3,3.58,123.3,5.98,1.73,N
3,6.15,123.0,5.56,1.93,N
4,6.80,123.0,3.22,1.17,N
8,3.88,123.0,5.71,1.76,N
1,2.42,122.8,7.19,1.82,N
7,9.24,122.7,2.57,1.21,N
6,6.68,122.7,4.62,1.63,N
3,6.68,122.7,4.26,1.56,N
5,1.83,122.7,4.84,1.60,N
7,5.36,122.7,4.92,1.65,N
8,8.02,122.3,5.00,1.61,N
5,3.68,122.3,4.78,1.54,N
7,5.08,122.3,4.63,1.45,N
5,3.53,122.3,5.30,1.56,N
5,3.46,122.3,4.93,1.75,N
6,4.13,122.0,5.61,1.70,N
4,2.95,122.0,3.02,1.31,N
2,2.88,122.0,4.28,1.59,N
2,3.84,122.0,5.83,1.73,N
8,8.06,121.7,4.88,1.35,N
4,7.10,121.7,3.33,1.09,N
6,6.16,121.3,5.86,1.72,N
9,4.38,121.3,4.67,1.49,N
10,8.03,121.1,4.76,1.45,N
8,5.06,121.0,5.65,1.75,N
2,7.07,120.9,4.91,1.55,N
4,5.30,120.7,5.30,1.42,N
7,2.09,120.7,3.80,1.48,N
2,3.36,120.7,4.10,1.48,N
9,5.89,120.6,4.85,1.56,N
4,2.83,120.6,4.48,1.58,N
3,3.52,120.3,3.07,1.23,N
4,5.39,120.3,4.26,1.33,N
4,6.36,120.3,4.34,1.46,N
6,11.40,120.0,3.52,1.33,N
2,1.95,120.0,4.35,1.61,N
3,4.59,119.7,3.61,1.37,N
8,2.71,119.7,3.91,1.74,N
7,1.58,119.7,4.06,1.56,N
5,4.21,119.7,4.51,1.51,N
6,6.62,119.7,5.26,1.75,N
0,5.11,119.6,4.51,1.51,N
4,3.38,119.6,4.36,1.39,N
6,7.01,119.4,4.30,1.46,N
2,7.01,119.4,4.37,1.49,N
4,4.15,119.3,5.66,1.55,N
5,9.88,119.3,4.53,1.49,N
4,2.26,119.3,4.75,1.58,N
8,6.73,119.0,6.13,1.61,N
5,5.52,118.9,4.76,1.61,N
3,8.12,118.7,5.54,1.37,N
6,3.11,118.7,5.23,1.35,N
1,5.69,118.6,5.46,1.83,N
8,8.77,118.0,4.58,1.52,N
7,4.12,118.0,6.03,1.58,N
3,5.19,118.0,4.58,1.43,N
4,4.81,118.0,5.87,1.69,N
6,4.81,118.0,5.34,1.57,N
5,2.97,118.0,5.26,1.60,N
6,6.56,118.0,4.04,1.20,N
4,3.28,118.0,3.74,1.47,N
2,5.74,117.6,5.81,1.77,N
6,3.22,117.4,5.06,1.51,N
4,5.45,117.4,3.45,1.20,N
4,3.84,117.4,4.91,1.77,N
2,5.85,117.0,3.85,1.48,N
6,3.31,117.0,3.62,1.51,N
4,3.46,117.0,3.85,1.45,N
5,6.08,117.0,5.08,1.47,N
